CustomerID,Recency,Frequency,MonetaryValue,Recency_Score,Frequency_Score,MonetaryValue_Score,RFM_Score,RFM_Segment
15830.0,37.0,1,576.0,3,1,2,312,Clients à Réactiver
14895.0,7.0,20,11138.710000000006,4,4,4,444,Champions
15241.0,66.0,8,1756.4400000000007,2,4,4,244,Clients Loyaux
13505.0,72.0,4,4393.629999999999,2,3,4,234,Clients Loyaux
15065.0,37.0,4,3158.1300000000006,3,3,4,334,Champions
17643.0,373.0,1,101.55000000000001,1,1,1,111,Clients à Réactiver
12989.0,3.0,15,6924.109999999996,4,4,4,444,Champions
13402.0,127.0,2,621.2300000000002,2,2,2,222,Clients à Réactiver
14446.0,0.0,4,1039.5800000000008,4,3,3,433,Champions
17097.0,2.0,8,954.4199999999997,4,4,3,443,Champions
13936.0,179.0,1,376.58,1,1,2,112,Clients à Réactiver
13851.0,95.0,3,2651.46,2,3,4,234,Clients Loyaux
16903.0,29.0,1,373.24,3,1,2,312,Clients à Réactiver
16466.0,33.0,7,1603.4600000000007,3,4,3,343,Champions
14719.0,1.0,5,1602.1300000000008,4,3,3,433,Champions
17364.0,0.0,11,4481.179999999996,4,4,4,444,Champions
17789.0,281.0,1,225.9,1,1,1,111,Clients à Réactiver
17522.0,1.0,5,1070.71,4,3,3,433,Champions
15411.0,26.0,4,1358.8800000000003,3,3,3,333,Champions
16279.0,21.0,3,1509.5800000000004,3,3,3,333,Champions
17267.0,127.0,2,317.61999999999995,2,2,2,222,Clients à Réactiver
14883.0,18.0,6,761.5900000000001,3,4,3,343,Champions
15502.0,15.0,12,10384.93,4,4,4,444,Champions
12704.0,7.0,8,2340.84,4,4,4,444,Champions
14088.0,10.0,13,50491.81,4,4,4,444,Champions
14804.0,8.0,1,353.2699999999999,4,1,2,412,Clients à Réactiver
16818.0,10.0,11,3349.57,4,4,4,444,Champions
13493.0,275.0,2,618.63,1,2,2,122,Clients à Réactiver
16364.0,11.0,2,707.0399999999997,4,2,3,423,Clients à Réactiver
14974.0,37.0,1,114.39,3,1,1,311,Clients à Réactiver
15393.0,16.0,2,231.86,4,2,1,421,Clients à Réactiver
17862.0,323.0,1,330.9,1,1,2,112,Clients à Réactiver
16249.0,52.0,5,1800.0700000000006,2,3,4,234,Clients Loyaux
14112.0,22.0,7,2915.1499999999974,3,4,4,344,Champions
15581.0,120.0,13,3679.9700000000003,2,4,4,244,Clients Loyaux
15472.0,113.0,1,371.56,2,1,2,212,Clients à Réactiver
12977.0,156.0,1,39.24,1,1,1,111,Clients à Réactiver
18226.0,44.0,11,5228.050000000004,3,4,4,344,Champions
13663.0,179.0,1,189.47,1,1,1,111,Clients à Réactiver
13238.0,17.0,4,700.7300000000001,3,3,3,333,Champions
16006.0,211.0,1,101.39999999999999,1,1,1,111,Clients à Réactiver
13068.0,10.0,2,344.0,4,2,2,422,Clients à Réactiver
16696.0,135.0,4,657.9,2,3,2,232,Clients à Réactiver
17631.0,1.0,3,528.33,4,3,2,432,Clients à Réactiver
14264.0,154.0,2,333.97,1,2,2,122,Clients à Réactiver
14021.0,155.0,3,631.9000000000001,1,3,2,132,Clients à Réactiver
12619.0,16.0,9,3641.2400000000002,4,4,4,444,Champions
12631.0,57.0,1,640.5000000000002,2,1,2,212,Clients à Réactiver
16000.0,2.0,3,12393.7,4,3,4,434,Champions
12789.0,65.0,1,91.85000000000001,2,1,1,211,Clients à Réactiver
12364.0,7.0,4,1313.1000000000001,4,3,3,433,Champions
15933.0,21.0,3,1107.4600000000003,3,3,3,333,Champions
17680.0,23.0,1,184.39999999999998,3,1,1,311,Clients à Réactiver
14282.0,3.0,15,3729.3400000000042,4,4,4,444,Champions
13135.0,196.0,1,3096.0,1,1,4,114,Clients Potentiels
12886.0,67.0,2,1378.4,2,2,3,223,Clients Potentiels
14179.0,40.0,2,719.7799999999997,3,2,3,323,Clients à Réactiver
18032.0,334.0,1,73.5,1,1,1,111,Clients à Réactiver
14009.0,198.0,2,695.6099999999999,1,2,3,123,Clients Potentiels
15739.0,66.0,1,449.12000000000006,2,1,2,212,Clients à Réactiver
13657.0,10.0,2,382.13999999999993,4,2,2,422,Clients à Réactiver
17024.0,45.0,3,95.85,3,3,1,331,Clients à Réactiver
16830.0,38.0,1,325.90999999999997,3,1,2,312,Clients à Réactiver
16085.0,23.0,5,981.5099999999999,3,3,3,333,Champions
14792.0,63.0,1,6.2,2,1,1,211,Clients à Réactiver
13226.0,273.0,1,108.21000000000001,1,1,1,111,Clients à Réactiver
17874.0,185.0,6,683.4600000000003,1,4,3,143,Clients Loyaux
13742.0,16.0,12,3131.020000000001,4,4,4,444,Champions
15053.0,4.0,3,697.79,4,3,3,433,Champions
15211.0,60.0,2,894.41,2,2,3,223,Clients Potentiels
15047.0,269.0,1,343.62,1,1,2,112,Clients à Réactiver
13499.0,17.0,5,1159.11,3,3,3,333,Champions
12528.0,9.0,6,1933.4800000000007,4,4,4,444,Champions
14015.0,52.0,1,917.34,2,1,3,213,Clients Potentiels
14713.0,9.0,11,2666.36,4,4,4,444,Champions
17255.0,40.0,2,298.40999999999997,3,2,1,321,Clients à Réactiver
12904.0,18.0,2,509.57999999999976,3,2,2,322,Clients à Réactiver
17947.0,37.0,1,176.68,3,1,1,311,Clients à Réactiver
14968.0,30.0,1,147.59,3,1,1,311,Clients à Réactiver
16684.0,4.0,28,66653.56,4,4,4,444,Champions
15144.0,8.0,17,6580.440000000007,4,4,4,444,Champions
15223.0,225.0,2,755.7500000000001,1,2,3,123,Clients Potentiels
13141.0,84.0,5,2388.7499999999995,2,3,4,234,Clients Loyaux
13584.0,306.0,1,142.40000000000003,1,1,1,111,Clients à Réactiver
13062.0,191.0,1,346.98,1,1,2,112,Clients à Réactiver
14798.0,52.0,3,173.74,2,3,1,231,Clients à Réactiver
17073.0,17.0,4,1446.09,3,3,3,333,Champions
13159.0,8.0,4,1437.8500000000006,4,3,3,433,Champions
18056.0,288.0,1,363.65,1,1,2,112,Clients à Réactiver
15308.0,274.0,1,310.47,1,1,2,112,Clients à Réactiver
17850.0,372.0,34,5391.210000000009,1,4,4,144,Clients Loyaux
15320.0,44.0,1,267.13,3,1,1,311,Clients à Réactiver
15745.0,19.0,4,1094.59,3,3,3,333,Champions
14288.0,213.0,1,426.6,1,1,2,112,Clients à Réactiver
12710.0,96.0,3,1149.0200000000007,2,3,3,233,Clients Loyaux
15654.0,9.0,2,922.5300000000002,4,2,3,423,Clients à Réactiver
13232.0,12.0,7,1357.6000000000015,4,4,3,443,Champions
16672.0,2.0,20,8134.94,4,4,4,444,Champions
17279.0,57.0,1,187.82999999999998,2,1,1,211,Clients à Réactiver
17425.0,19.0,2,759.1699999999995,3,2,3,323,Clients à Réactiver
13754.0,151.0,2,282.6,1,2,1,121,Clients à Réactiver
13924.0,1.0,6,1838.8500000000001,4,4,4,444,Champions
18250.0,310.0,1,349.27000000000004,1,1,2,112,Clients à Réactiver
18105.0,37.0,1,113.48000000000002,3,1,1,311,Clients à Réactiver
18044.0,4.0,10,2088.599999999999,4,4,4,444,Champions
16340.0,107.0,1,549.0699999999998,2,1,2,212,Clients à Réactiver
14355.0,365.0,1,174.4,1,1,1,111,Clients à Réactiver
14100.0,137.0,1,194.9,2,1,1,211,Clients à Réactiver
16358.0,1.0,4,2027.499999999999,4,3,4,434,Champions
15733.0,282.0,1,162.3,1,1,1,111,Clients à Réactiver
17619.0,312.0,1,218.52000000000004,1,1,1,111,Clients à Réactiver
13396.0,29.0,2,1360.9899999999998,3,2,3,323,Clients à Réactiver
13675.0,151.0,2,486.82000000000005,1,2,2,122,Clients à Réactiver
13748.0,95.0,5,948.2499999999998,2,3,3,233,Clients Loyaux
14367.0,8.0,16,9261.520000000006,4,4,4,444,Champions
13220.0,78.0,4,819.29,2,3,3,233,Clients Loyaux
14270.0,331.0,1,492.6499999999999,1,1,2,112,Clients à Réactiver
16866.0,140.0,3,207.73999999999998,2,3,1,231,Clients à Réactiver
13760.0,54.0,2,286.78999999999996,2,2,1,221,Clients à Réactiver
17595.0,12.0,2,388.7900000000001,4,2,2,422,Clients à Réactiver
12971.0,3.0,86,11189.909999999996,4,4,4,444,Champions
12552.0,38.0,2,437.81999999999994,3,2,2,322,Clients à Réactiver
15314.0,199.0,1,327.97,1,1,2,112,Clients à Réactiver
18080.0,18.0,2,1231.5,3,2,3,323,Clients à Réactiver
12546.0,46.0,2,1161.5,3,2,3,323,Clients à Réactiver
14027.0,60.0,1,104.82000000000002,2,1,1,211,Clients à Réactiver
12716.0,3.0,2,1053.4899999999996,4,2,3,423,Clients à Réactiver
16563.0,53.0,1,1077.74,2,1,3,213,Clients Potentiels
18068.0,289.0,1,101.69999999999999,1,1,1,111,Clients à Réactiver
14871.0,3.0,4,522.3799999999997,4,3,2,432,Clients à Réactiver
13420.0,149.0,2,159.85,1,2,1,121,Clients à Réactiver
16188.0,44.0,4,981.8600000000001,3,3,3,333,Champions
15405.0,189.0,1,349.1,1,1,2,112,Clients à Réactiver
14889.0,336.0,1,135.9,1,1,1,111,Clients à Réactiver
15909.0,173.0,1,191.93999999999997,1,1,1,111,Clients à Réactiver
15660.0,25.0,9,1600.86,3,4,3,343,Champions
15757.0,65.0,2,714.4200000000001,2,2,3,223,Clients Potentiels
17510.0,24.0,1,308.48,3,1,2,312,Clients à Réactiver
14191.0,1.0,13,4684.760000000001,4,4,4,444,Champions
16164.0,17.0,3,822.4800000000001,3,3,3,333,Champions
17935.0,138.0,2,145.79,2,2,1,221,Clients à Réactiver
17534.0,53.0,1,223.36,2,1,1,211,Clients à Réactiver
18165.0,177.0,1,302.46000000000004,1,1,1,111,Clients à Réactiver
12728.0,71.0,4,836.3299999999999,2,3,3,233,Clients Loyaux
15399.0,1.0,3,815.7699999999999,4,3,3,433,Champions
12795.0,18.0,1,430.4800000000001,3,1,2,312,Clients à Réactiver
15563.0,22.0,4,1400.4399999999998,3,3,3,333,Champions
12455.0,73.0,6,2466.859999999997,2,4,4,244,Clients Loyaux
17085.0,123.0,5,1566.65,2,3,3,233,Clients Loyaux
16769.0,260.0,1,380.3899999999999,1,1,2,112,Clients à Réactiver
12558.0,7.0,1,269.96000000000004,4,1,1,411,Clients à Réactiver
16660.0,16.0,4,1267.6499999999999,4,3,3,433,Champions
16079.0,16.0,3,1352.0000000000002,4,3,3,433,Champions
15994.0,54.0,1,427.07000000000005,2,1,2,212,Clients à Réactiver
16611.0,186.0,1,129.49,1,1,1,111,Clients à Réactiver
17765.0,158.0,3,371.87999999999994,1,3,2,132,Clients à Réactiver
13827.0,57.0,3,412.0499999999998,2,3,2,232,Clients à Réactiver
16806.0,103.0,4,801.4899999999996,2,3,3,233,Clients Loyaux
16781.0,372.0,1,311.24999999999994,1,1,2,112,Clients à Réactiver
13153.0,5.0,1,486.22,4,1,2,412,Clients à Réactiver
13329.0,31.0,2,789.0,3,2,3,323,Clients à Réactiver
12722.0,85.0,4,997.6299999999999,2,3,3,233,Clients Loyaux
14780.0,54.0,2,447.67999999999995,2,2,2,222,Clients à Réactiver
17461.0,22.0,3,757.4599999999996,3,3,3,333,Champions
14173.0,10.0,4,450.84000000000003,4,3,2,432,Clients à Réactiver
13833.0,159.0,1,384.7999999999999,1,1,2,112,Clients à Réactiver
13317.0,66.0,6,2273.679999999999,2,4,4,244,Clients Loyaux
17813.0,14.0,5,1770.8800000000026,4,3,4,434,Champions
13487.0,57.0,3,575.4000000000001,2,3,2,232,Clients à Réactiver
13566.0,40.0,2,874.7099999999997,3,2,3,323,Clients à Réactiver
14537.0,57.0,1,355.5600000000001,2,1,2,212,Clients à Réactiver
15326.0,333.0,1,311.71,1,1,2,112,Clients à Réactiver
17388.0,77.0,4,1259.56,2,3,3,233,Clients Loyaux
17158.0,32.0,3,1266.9699999999993,3,3,3,333,Champions
17716.0,22.0,11,5655.990000000002,3,4,4,344,Champions
12540.0,19.0,17,13400.23999999999,3,4,4,344,Champions
16915.0,9.0,6,621.6800000000001,4,4,2,442,Clients à Réactiver
13572.0,205.0,1,1384.25,1,1,3,113,Clients Potentiels
18287.0,42.0,3,1837.2799999999997,3,3,4,334,Champions
13669.0,50.0,2,218.55,2,2,1,221,Clients à Réactiver
15648.0,204.0,2,657.3499999999999,1,2,2,122,Clients à Réactiver
17777.0,24.0,3,665.86,3,3,2,332,Clients à Réactiver
16927.0,115.0,3,543.0500000000001,2,3,2,232,Clients à Réactiver
16012.0,35.0,3,1415.2899999999997,3,3,3,333,Champions
12625.0,211.0,2,2683.8199999999997,1,2,4,124,Clients Potentiels
17995.0,281.0,1,76.1,1,1,1,111,Clients à Réactiver
13244.0,92.0,1,121.74000000000001,2,1,1,211,Clients à Réactiver
17194.0,273.0,2,262.62,1,2,1,121,Clients à Réactiver
16405.0,302.0,2,167.25,1,2,1,121,Clients à Réactiver
16587.0,232.0,1,225.14999999999995,1,1,1,111,Clients à Réactiver
17303.0,361.0,1,250.03999999999994,1,1,1,111,Clients à Réactiver
17886.0,31.0,3,899.6099999999999,3,3,3,333,Champions
17898.0,85.0,2,152.06,2,2,1,221,Clients à Réactiver
14865.0,7.0,2,52.2,4,2,1,421,Clients à Réactiver
15132.0,18.0,5,977.9300000000002,3,3,3,333,Champions
12637.0,67.0,8,6021.900000000001,2,4,4,244,Clients Loyaux
14373.0,358.0,1,76.55,1,1,1,111,Clients à Réactiver
16842.0,100.0,3,1264.1899999999998,2,3,3,233,Clients Loyaux
14185.0,331.0,1,197.65,1,1,1,111,Clients à Réactiver
13596.0,5.0,2,697.04,4,2,3,423,Clients à Réactiver
18129.0,243.0,1,112.55,1,1,1,111,Clients à Réactiver
14616.0,242.0,3,406.08000000000004,1,3,2,132,Clients à Réactiver
12534.0,130.0,1,1089.18,2,1,3,213,Clients Potentiels
16170.0,50.0,6,1885.0499999999995,2,4,4,244,Clients Loyaux
16745.0,86.0,17,7194.300000000006,2,4,4,244,Clients Loyaux
13590.0,11.0,6,1981.9199999999994,4,4,4,444,Champions
12643.0,128.0,6,3344.6400000000003,2,4,4,244,Clients Loyaux
13165.0,46.0,2,1021.4799999999999,3,2,3,323,Clients à Réactiver
16648.0,42.0,1,290.65999999999997,3,1,1,311,Clients à Réactiver
16091.0,154.0,2,315.06000000000006,1,2,2,122,Clients à Réactiver
15478.0,40.0,2,1441.4199999999996,3,2,3,323,Clients à Réactiver
18202.0,199.0,3,1396.9900000000007,1,3,3,133,Clients Loyaux
12358.0,1.0,2,1168.06,4,2,3,423,Clients à Réactiver
17449.0,2.0,7,2520.8599999999997,4,4,4,444,Champions
15059.0,40.0,9,1337.7200000000007,3,4,3,343,Champions
16097.0,240.0,1,185.05,1,1,1,111,Clients à Réactiver
13050.0,14.0,17,5836.86,4,4,4,444,Champions
13930.0,57.0,2,337.3399999999999,2,2,2,222,Clients à Réactiver
16757.0,318.0,1,106.83,1,1,1,111,Clients à Réactiver
15235.0,217.0,12,2247.5099999999998,1,4,4,144,Clients Loyaux
17243.0,1.0,26,8676.849999999997,4,4,4,444,Champions
16429.0,106.0,1,284.55,2,1,1,211,Clients à Réactiver
15569.0,103.0,5,1375.7100000000003,2,3,3,233,Clients Loyaux
17704.0,168.0,2,885.1899999999998,1,2,3,123,Clients Potentiels
16721.0,262.0,1,292.46999999999997,1,1,1,111,Clients à Réactiver
17206.0,53.0,1,204.24,2,1,1,211,Clients à Réactiver
14349.0,10.0,1,133.50000000000006,4,1,1,411,Clients à Réactiver
14276.0,98.0,3,1119.7399999999998,2,3,3,233,Clients Loyaux
13681.0,17.0,4,827.83,3,3,3,333,Champions
17291.0,308.0,1,550.8000000000001,1,1,2,112,Clients à Réactiver
17376.0,70.0,2,203.2,2,2,1,221,Clients à Réactiver
14543.0,28.0,16,3630.330000000001,3,4,4,344,Champions
14525.0,19.0,9,4332.199999999996,3,4,4,344,Champions
13147.0,10.0,4,712.8000000000001,4,3,3,433,Champions
13918.0,49.0,2,1212.8400000000001,3,2,3,323,Clients à Réactiver
12461.0,94.0,2,826.8800000000001,2,2,3,223,Clients Potentiels
18117.0,25.0,1,320.71999999999997,3,1,2,312,Clients à Réactiver
16182.0,72.0,4,6617.650000000001,2,3,4,234,Clients Loyaux
16255.0,16.0,8,2619.91,4,4,4,444,Champions
12449.0,22.0,4,4067.2900000000013,3,3,4,334,Champions
16478.0,25.0,3,331.0,3,3,2,332,Clients à Réactiver
14701.0,10.0,9,2549.369999999999,4,4,4,444,Champions
14452.0,10.0,2,264.44000000000005,4,2,1,421,Clients à Réactiver
13845.0,64.0,1,312.98,2,1,2,212,Clients à Réactiver
13408.0,1.0,62,28117.039999999983,4,4,4,444,Champions
15150.0,17.0,10,5314.469999999995,3,4,4,344,Champions
15587.0,50.0,4,913.6800000000002,2,3,3,233,Clients Loyaux
15156.0,1.0,3,961.4899999999999,4,3,3,433,Champions
14440.0,8.0,5,2357.6800000000003,4,3,4,434,Champions
16951.0,134.0,3,1277.7500000000014,2,3,3,233,Clients Loyaux
16393.0,2.0,13,3046.2100000000014,4,4,4,444,Champions
16103.0,7.0,6,1429.6399999999999,4,4,3,443,Champions
16551.0,95.0,3,922.12,2,3,3,233,Clients Loyaux
17728.0,3.0,3,2876.010000000001,4,3,4,434,Champions
17692.0,127.0,4,740.9399999999999,2,3,3,233,Clients Loyaux
13414.0,133.0,3,1390.5,2,3,3,233,Clients Loyaux
12965.0,89.0,1,771.9099999999996,2,1,3,213,Clients Potentiels
15484.0,1.0,4,3594.3099999999995,4,3,4,434,Champions
15836.0,50.0,1,137.37,2,1,1,211,Clients à Réactiver
16352.0,17.0,2,494.44000000000005,3,2,2,322,Clients à Réactiver
14622.0,184.0,1,320.58,1,1,2,112,Clients à Réactiver
17340.0,29.0,11,12353.289999999999,3,4,4,344,Champions
16261.0,17.0,4,746.8299999999999,3,3,3,333,Champions
13323.0,3.0,5,787.85,4,3,3,433,Champions
12473.0,29.0,5,3938.55,3,3,4,334,Champions
15903.0,9.0,7,5126.76,4,4,4,444,Champions
15921.0,172.0,1,336.03000000000003,1,1,2,112,Clients à Réactiver
14628.0,91.0,2,671.96,2,2,2,222,Clients à Réactiver
16988.0,5.0,1,126.12,4,1,1,411,Clients à Réactiver
13311.0,4.0,2,598.57,4,2,2,422,Clients à Réactiver
12370.0,51.0,4,3545.689999999998,2,3,4,234,Clients Loyaux
15557.0,28.0,1,473.65,3,1,2,312,Clients à Réactiver
14434.0,21.0,6,1372.8,3,4,3,343,Champions
16018.0,39.0,2,408.90000000000003,3,2,2,322,Clients à Réactiver
14549.0,311.0,1,289.2399999999999,1,1,1,111,Clients à Réactiver
17109.0,29.0,6,885.04,3,4,3,343,Champions
15041.0,170.0,1,180.35000000000002,1,1,1,111,Clients à Réactiver
14962.0,270.0,1,126.70000000000002,1,1,1,111,Clients à Réactiver
15612.0,36.0,2,195.15,3,2,1,321,Clients à Réactiver
16316.0,64.0,8,2938.9100000000008,2,4,4,244,Clients Loyaux
12680.0,0.0,4,862.81,4,3,3,433,Champions
14853.0,24.0,2,475.79999999999995,3,2,2,322,Clients à Réactiver
15545.0,54.0,2,292.7199999999999,2,2,1,221,Clients à Réactiver
15108.0,141.0,4,1300.2500000000002,2,3,3,233,Clients Loyaux
15199.0,59.0,4,1268.6999999999998,2,3,3,233,Clients Loyaux
16952.0,109.0,2,167.61,2,2,1,221,Clients à Réactiver
13651.0,35.0,2,94.2,3,2,1,321,Clients à Réactiver
17887.0,129.0,1,111.35,2,1,1,211,Clients à Réactiver
12522.0,39.0,2,192.72000000000003,3,2,1,321,Clients à Réactiver
16891.0,1.0,5,809.7000000000002,4,3,3,433,Champions
15527.0,18.0,8,2429.779999999999,3,4,4,344,Champions
14513.0,100.0,3,455.59000000000003,2,3,2,232,Clients à Réactiver
14586.0,276.0,1,237.35999999999996,1,1,1,111,Clients à Réactiver
12498.0,21.0,3,403.7,3,3,2,332,Clients à Réactiver
16418.0,44.0,3,675.2700000000002,3,3,3,333,Champions
15266.0,338.0,1,119.30000000000001,1,1,1,111,Clients à Réactiver
14944.0,29.0,12,5900.250000000002,3,4,4,344,Champions
16146.0,157.0,3,734.1299999999999,1,3,3,133,Clients Loyaux
15096.0,42.0,1,219.39,3,1,1,311,Clients à Réactiver
12601.0,189.0,5,577.0600000000001,1,3,2,132,Clients à Réactiver
17923.0,282.0,1,207.50000000000003,1,1,1,111,Clients à Réactiver
16134.0,21.0,2,618.0900000000001,3,2,2,322,Clients à Réactiver
13639.0,74.0,1,1033.3400000000001,2,1,3,213,Clients Potentiels
16976.0,267.0,1,251.51999999999998,1,1,1,111,Clients à Réactiver
16758.0,65.0,1,369.34,2,1,2,212,Clients à Réactiver
16055.0,220.0,1,134.8,1,1,1,111,Clients à Réactiver
18069.0,26.0,5,2036.6700000000003,3,3,4,334,Champions
16225.0,44.0,5,1096.32,3,3,3,333,Champions
13979.0,73.0,1,869.8700000000001,2,1,3,213,Clients Potentiels
18251.0,87.0,1,4314.719999999999,2,1,4,214,Clients Potentiels
17608.0,33.0,2,193.42000000000007,3,2,1,321,Clients à Réactiver
15630.0,45.0,2,1186.35,3,2,3,323,Clients à Réactiver
12686.0,371.0,1,89.14,1,1,1,111,Clients à Réactiver
17353.0,129.0,2,1740.0,2,2,4,224,Clients Potentiels
12425.0,78.0,1,777.1999999999999,2,1,3,213,Clients Potentiels
16454.0,44.0,2,6.9,3,2,1,321,Clients à Réactiver
14404.0,33.0,6,1474.3200000000004,3,4,3,343,Champions
17790.0,26.0,14,1965.5500000000013,3,4,4,344,Champions
15636.0,89.0,2,724.76,2,2,3,223,Clients Potentiels
16746.0,4.0,18,6697.660000000009,4,4,4,444,Champions
17705.0,3.0,9,1823.5199999999993,4,4,4,444,Champions
15296.0,50.0,6,3672.86,2,4,4,244,Clients Loyaux
15035.0,89.0,1,252.72999999999996,2,1,1,211,Clients à Réactiver
14234.0,22.0,4,775.4600000000004,3,3,3,333,Champions
13372.0,89.0,1,378.64,2,1,2,212,Clients à Réactiver
12504.0,18.0,2,482.04999999999995,3,2,2,322,Clients à Réactiver
13809.0,305.0,1,155.05,1,1,1,111,Clients à Réactiver
15448.0,312.0,1,494.64000000000004,1,1,2,112,Clients à Réactiver
17523.0,11.0,4,652.7400000000001,4,3,2,432,Clients à Réactiver
15709.0,283.0,1,133.25,1,1,1,111,Clients à Réactiver
12953.0,9.0,1,329.84999999999997,4,1,2,412,Clients à Réactiver
17620.0,59.0,1,81.44,2,1,1,211,Clients à Réactiver
14841.0,53.0,6,3295.7599999999993,2,4,4,244,Clients Loyaux
15539.0,7.0,1,538.46,4,1,2,412,Clients à Réactiver
16624.0,80.0,2,810.5699999999999,2,2,3,223,Clients Potentiels
12607.0,60.0,1,1579.51,2,1,3,213,Clients Potentiels
13044.0,291.0,1,560.4700000000001,1,1,2,112,Clients à Réactiver
12868.0,185.0,6,1607.0600000000009,1,4,3,143,Clients Loyaux
13888.0,119.0,2,605.63,2,2,2,222,Clients à Réactiver
14240.0,30.0,2,890.3400000000005,3,2,3,323,Clients à Réactiver
14859.0,12.0,4,1353.739999999999,4,3,3,433,Champions
18215.0,89.0,1,299.34000000000003,2,1,1,211,Clients à Réactiver
14064.0,29.0,5,1353.7400000000002,3,3,3,333,Champions
14167.0,39.0,4,574.8399999999999,3,3,2,332,Clients à Réactiver
14756.0,15.0,1,738.9599999999998,4,1,3,413,Clients à Réactiver
17037.0,87.0,1,1267.3199999999997,2,1,3,213,Clients Potentiels
17462.0,60.0,2,675.6899999999999,2,2,3,223,Clients Potentiels
15017.0,33.0,1,125.58000000000003,3,1,1,311,Clients à Réactiver
14495.0,50.0,2,123.79999999999998,2,2,1,221,Clients à Réactiver
14592.0,35.0,3,570.4599999999998,3,3,2,332,Clients à Réactiver
16794.0,1.0,10,1222.7100000000012,4,4,3,443,Champions
12856.0,7.0,6,2179.9300000000007,4,4,4,444,Champions
13712.0,246.0,1,228.83999999999997,1,1,1,111,Clients à Réactiver
15970.0,303.0,1,314.1,1,1,2,112,Clients à Réactiver
16491.0,46.0,1,731.5,3,1,3,313,Clients à Réactiver
12510.0,142.0,2,982.57,1,2,3,123,Clients Potentiels
14149.0,220.0,1,446.62000000000006,1,1,2,112,Clients à Réactiver
16916.0,23.0,2,576.2600000000003,3,2,2,322,Clients à Réactiver
17668.0,1.0,2,347.74999999999994,4,2,2,422,Clients à Réactiver
17377.0,23.0,20,4100.919999999995,3,4,4,344,Champions
15114.0,30.0,10,2760.5599999999977,3,4,4,344,Champions
17693.0,137.0,1,200.47,2,1,1,211,Clients à Réactiver
12759.0,52.0,3,1531.4400000000007,2,3,3,233,Clients Loyaux
17268.0,107.0,4,763.64,2,3,3,233,Clients Loyaux
18008.0,70.0,9,2116.19,2,4,4,244,Clients Loyaux
15812.0,107.0,5,1801.14,2,3,4,234,Clients Loyaux
17146.0,105.0,3,749.78,2,3,3,233,Clients Loyaux
13627.0,59.0,5,1638.4700000000003,2,3,3,233,Clients Loyaux
17899.0,159.0,1,155.79999999999998,1,1,1,111,Clients à Réactiver
14076.0,129.0,1,122.46999999999997,2,1,1,211,Clients à Réactiver
13560.0,7.0,1,174.37000000000003,4,1,1,411,Clients à Réactiver
12935.0,2.0,7,2160.6999999999994,4,4,4,444,Champions
12431.0,35.0,15,6487.449999999999,3,4,4,344,Champions
14082.0,364.0,1,182.24999999999997,1,1,1,111,Clients à Réactiver
13803.0,255.0,1,277.07000000000005,1,1,1,111,Clients à Réactiver
12783.0,2.0,6,2225.91,4,4,4,444,Champions
15120.0,133.0,1,358.8199999999999,2,1,2,212,Clients à Réactiver
14950.0,19.0,1,371.2,3,1,2,312,Clients à Réactiver
17219.0,31.0,1,114.23,3,1,1,311,Clients à Réactiver
14246.0,110.0,3,1474.0600000000006,2,3,3,233,Clients Loyaux
12346.0,325.0,1,77183.6,1,1,4,114,Clients Potentiels
15703.0,264.0,1,211.5,1,1,1,111,Clients à Réactiver
13821.0,144.0,2,385.64,1,2,2,122,Clients à Réactiver
18239.0,218.0,5,1561.6099999999997,1,3,3,133,Clients Loyaux
12613.0,57.0,5,3344.3799999999983,2,3,4,234,Clients Loyaux
12844.0,29.0,2,325.9599999999999,3,2,2,322,Clients à Réactiver
17911.0,9.0,1,366.23,4,1,2,412,Clients à Réactiver
15721.0,11.0,1,507.0799999999998,4,1,2,412,Clients à Réactiver
17486.0,261.0,1,396.87000000000006,1,1,2,112,Clients à Réactiver
16322.0,1.0,2,326.74999999999994,4,2,2,422,Clients à Réactiver
13718.0,246.0,2,306.55,1,2,1,121,Clients à Réactiver
12516.0,77.0,2,1312.06,2,2,3,223,Clients Potentiels
13196.0,11.0,4,1797.78,4,3,4,434,Champions
14161.0,215.0,3,1110.52,1,3,3,133,Clients Loyaux
17049.0,2.0,9,5659.980000000006,4,4,4,444,Champions
18130.0,15.0,3,1059.3900000000003,4,3,3,433,Champions
15624.0,116.0,4,588.1300000000001,2,3,2,232,Clients à Réactiver
15885.0,92.0,3,379.34999999999997,2,3,2,232,Clients à Réactiver
16539.0,2.0,4,1388.81,4,3,3,433,Champions
17001.0,0.0,11,3989.5700000000006,4,4,4,444,Champions
14428.0,7.0,5,1244.8300000000004,4,3,3,433,Champions
18142.0,157.0,2,1019.52,1,2,3,123,Clients Potentiels
15290.0,4.0,18,7943.22,4,4,4,444,Champions
17656.0,73.0,5,1674.69,2,3,4,234,Clients Loyaux
15806.0,46.0,3,784.5799999999999,3,3,3,333,Champions
17644.0,1.0,11,2895.6399999999994,4,4,4,444,Champions
15205.0,85.0,2,653.2399999999999,2,2,2,222,Clients à Réactiver
15005.0,15.0,28,6316.569999999991,4,4,4,444,Champions
13645.0,120.0,1,252.1,2,1,1,211,Clients à Réactiver
18154.0,3.0,2,399.18999999999994,4,2,2,422,Clients à Réactiver
17365.0,12.0,8,4801.559999999999,4,4,4,444,Champions
