StockCode,Description,PriceCategory,TotalRevenue,TotalQuantity,NumberOrders,AveragePrice
47567B,TEA TIME KITCHEN APRON,premium,3289.7199999999966,592,120,5.950078125000008
23009,I LOVE LONDON BABY GIFT SET,premium,3262.5499999999993,209,61,16.42540983606559
22435,SET OF 9 HEART SHAPED BALLOONS,bas,3252.1200000000003,2678,211,1.2447945205479454
22563,HAPPY STENCIL CRAFT,bas,3247.22,2782,249,1.241930501930502
22550,HOLIDAY FUN LUDO,premium,3244.79,886,173,3.850982658959538
22662,LUNCH BAG DOLLY GIRL DESIGN,bas,3233.5,2230,19,1.4499999999999995
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,moyen,3230.549999999997,1161,131,2.928787878787873
22801,ANTIQUE GLASS PEDESTAL BOWL,premium,3223.3499999999995,890,159,3.7644242424242416
21906,PHARMACIE FIRST AID TIN,premium,3220.81,483,94,6.732736842105262
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,bas,3219.0,2220,10,1.4499999999999997
22061,LARGE CAKE STAND  HANGING STRAWBERY,premium,3215.630000000002,345,113,9.84596491228072
23013,GLASS APOTHECARY BOTTLE TONIC,premium,3215.040000000002,866,180,3.885934065934072
23332,IVORY WICKER HEART LARGE,moyen,3214.200000000005,1948,265,1.6499999999999921
23230,WRAP ALPHABET DESIGN,bas,3207.0,7950,232,0.4173390557939928
23426,METAL SIGN DROP YOUR PANTS,moyen,3192.5600000000013,1232,171,2.8548571428571337
22348,TEA BAG PLATE RED RETROSPOT,bas,3192.5199999999936,3844,248,0.8484584980237118
23207,LUNCH BAG ALPHABET DESIGN,bas,3190.0,2200,15,1.4499999999999995
22117,METAL SIGN HER DINNER IS SERVED ,premium,3187.2,996,3,3.2000000000000006
22621,TRADITIONAL KNITTING NANCY,bas,3185.3500000000004,2263,110,1.437719298245613
20675,BLUE POLKADOT BOWL,bas,3177.440000000001,2728,222,1.236488888888889
23127,FELTCRAFT GIRL NICOLE KIT,premium,3174.74,646,170,4.969884393063595
23350,ROLL WRAP VINTAGE SPOT ,bas,3165.6499999999996,2593,246,1.246705882352941
23388,WOODLAND MINI BACKPACK,premium,3150.2000000000003,788,133,4.138235294117637
22029,SPACEBOY BIRTHDAY CARD,bas,3130.219999999989,7858,394,0.42345088161208966
22333,RETROSPOT PARTY BAG + STICKER SET,moyen,3123.4499999999966,1893,227,1.6499999999999952
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,bas,3122.8400000000056,9604,422,0.34828054298642663
22491,PACK OF 12 COLOURED PENCILS,bas,3122.689999999991,3905,197,0.844149999999997
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,bas,3121.81,2585,142,1.246392405063291
23571,TRADITIONAL NAUGHTS & CROSSES,moyen,3121.8000000000056,1892,215,1.6499999999999957
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,bas,3098.210000000003,5967,305,0.5635646687697172
22432,WATERING CAN PINK BUNNY,moyen,3096.449999999994,1647,233,1.9399581589958084
22760,"TRAY, BREAKFAST IN BED",premium,3089.8500000000004,259,66,12.504545454545456
20682,RED RETROSPOT CHILDRENS UMBRELLA,premium,3085.1600000000003,942,178,3.325530726256983
23239,SET OF 4 KNICK KNACK TINS POPPIES,premium,3079.1500000000074,757,141,4.141891891891881
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,bas,3076.290000000001,3735,253,0.8295785440613069
85053,FRENCH ENAMEL CANDLEHOLDER,moyen,3071.2799999999916,1541,227,2.082916666666675
22554,PLASTERS IN TIN WOODLAND ANIMALS,bas,3062.3999999999996,2112,16,1.4499999999999995
23342,MINT DINER WALL CLOCK,premium,3051.5,365,154,8.483653846153844
22567,20 DOLLY PEGS RETROSPOT,bas,3048.1999999999994,2368,182,1.354374999999995
23168,CLASSIC CAFE SUGAR DISPENSER,bas,3035.890000000001,2633,207,1.2239999999999998
22468,BABUSHKA LIGHTS STRING OF 10,premium,3032.3900000000003,467,116,6.758103448275863
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,premium,3019.23,837,68,3.8164705882352945
23253,16 PIECE CUTLERY SET PANTRY DESIGN,premium,3018.300000000002,210,46,15.650000000000007
82580,BATHROOM METAL SIGN,bas,3018.049999999997,5505,383,0.5641752577319616
22504,CABIN BAG VINTAGE RETROSPOT,premium,3012.399999999999,160,39,22.50897435897437
22892,SET OF SALT AND PEPPER TOADSTOOLS,bas,3007.8500000000004,2461,196,1.2451776649746193
22687,DOORMAT CHRISTMAS VILLAGE,premium,2991.7000000000003,568,35,8.836
16161P,WRAP ENGLISH ROSE ,bas,2990.92,7226,248,0.4194377510040175
23065,LARGE DECO JEWELLERY STAND,premium,2990.2999999999997,247,88,12.469662921348315
22564,ALPHABET STENCIL CRAFT,bas,2988.2200000000003,2666,162,1.238622754491018
22855,FINE WICKER HEART ,bas,2984.520000000001,2508,179,1.2352222222222224
23346,SPACEBOY BEAKER,bas,2975.75,2571,138,1.2440140845070422
23237,SET OF 4 KNICK KNACK TINS LEAF,premium,2975.000000000005,740,116,4.136324786324778
22669,RED BABY BUNTING ,moyen,2969.6500000000005,1027,167,2.942814371257477
23323,WHITE WICKER STAR ,moyen,2963.0999999999926,1426,270,2.096453900709231
22180,RETROSPOT LAMP,premium,2962.65,303,131,9.917045454545478
23014,GLASS APOTHECARY BOTTLE ELIXIR,premium,2959.6800000000003,800,160,3.9084146341463435
21385,IVORY HANGING DECORATION  HEART,bas,2951.1200000000003,3560,202,0.8487906976744154
23461,SWEETHEART BIRD HOUSE,premium,2950.0499999999997,839,83,4.136979166666661
22962,JAM JAR WITH PINK LID,bas,2939.5299999999916,3673,244,0.8393877551020374
23236,DOILEY STORAGE TIN,moyen,2934.9799999999996,1082,112,2.865221238938046
22244,3 HOOK HANGER MAGIC GARDEN,moyen,2915.550000000002,1617,94,1.9252577319587612
21716,BOYS VINTAGE TIN SEASIDE BUCKET,moyen,2911.800000000004,1204,135,2.517153284671539
22212,FOUR HOOK  WHITE LOVEBIRDS,moyen,2905.0799999999904,1419,251,2.094198473282453
21974,SET OF 36 PAISLEY FLOWER DOILIES,bas,2904.5500000000065,2023,222,1.449099099099093
23242,TREASURE TIN BUFFALO BILL ,moyen,2898.5599999999986,1436,187,2.0741326530612225
22065,CHRISTMAS PUDDING TRINKET POT ,bas,2892.0199999999986,6440,164,0.6127932960893862
23393,HOME SWEET HOME CUSHION COVER ,premium,2883.75,769,201,3.75
21658,GLASS  BEURRE DISH,premium,2874.070000000001,773,126,3.901076923076915
23035,DRAWER KNOB CERAMIC IVORY,bas,2869.7499999999986,2047,164,1.4428571428571384
23390,DOLLY GIRL MINI BACKPACK,premium,2855.550000000001,717,144,4.139403973509922
21561,DINOSAUR LUNCH BOX WITH CUTLERY,moyen,2853.900000000002,1224,164,2.5200000000000076
21169,YOU'RE CONFUSING ME METAL SIGN ,bas,2853.599999999999,1968,26,1.4499999999999997
21242,RED RETROSPOT PLATE ,moyen,2842.5800000000017,1682,207,1.689999999999998
23283,DOORMAT VINTAGE LEAVES DESIGN ,premium,2833.7000000000016,426,88,7.666250000000005
22894,TABLECLOTH RED APPLES DESIGN ,premium,2821.950000000001,291,109,9.696363636363655
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,premium,2817.13,765,138,3.795611510791366
21238,RED RETROSPOT CUP,bas,2815.8900000000003,3515,275,0.8420503597122264
22460,EMBOSSED GLASS TEALIGHT HOLDER,bas,2815.26,2358,156,1.2415822784810127
23165,LARGE CERAMIC TOP STORAGE JAR,moyen,2814.900000000001,1706,200,1.6499999999999975
21918,SET 12 KIDS COLOUR  CHALK STICKS,bas,2814.699999999998,7013,282,0.42713286713286847
37370,RETRO COFFEE MUGS ASSORTED,bas,2811.9800000000005,2494,106,1.2072072072072073
84692,BOX OF 24 COCKTAIL PARASOLS,bas,2810.6700000000033,6808,364,0.4308266666666657
22219,LOVEBIRD HANGING DECORATION WHITE ,bas,2810.4699999999934,3367,306,0.8487774294670821
21499,BLUE POLKADOT WRAP,bas,2808.5,6925,215,0.4169444444444458
23032,DRAWER KNOB CRACKLE GLAZE IVORY,moyen,2805.000000000005,1700,173,1.6500000000000004
23182,TOILET SIGN OCCUPIED OR VACANT,bas,2795.7500000000014,3397,246,0.8287258687258728
21429,RED GINGHAM ROSE JEWELLERY BOX,moyen,2785.7999999999965,1520,216,1.8827354260089613
22188,BLACK HEART CARD HOLDER,premium,2779.4999999999995,740,150,3.9564900662251654
22812,PACK 3 BOXES CHRISTMAS PANNETONE,moyen,2765.8500000000026,1507,101,1.9330188679245257
23191,BUNDLE OF 3 RETRO NOTE BOOKS,moyen,2762.100000000006,1674,226,1.6499999999999948
79000,MOROCCAN TEA GLASS,bas,2761.5999999999995,3808,95,0.8211340206185564
23345, DOLLY GIRL BEAKER,bas,2759.5,2398,133,1.2438405797101448
23290,SPACEBOY CHILDRENS BOWL,bas,2757.1499999999996,2367,174,1.2419540229885058
23354,6 GIFT TAGS 50'S CHRISTMAS ,bas,2753.4200000000033,3346,261,0.829594095940964
22823,CHEST NATURAL WOOD 20 DRAWERS,premium,2745.0,24,13,118.07692307692308
23051,RECYCLED ACAPULCO MAT BLUE,premium,2741.35,335,133,8.237969924812031
22980,PANTRY SCRUBBING BRUSH,moyen,2737.350000000007,1659,226,1.6499999999999952
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,moyen,2736.750000000005,1141,138,2.517625899280582
47599B,BLUE PARTY BAGS ,moyen,2728.939999999998,1451,108,2.0772222222222188
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,premium,2727.97,669,112,4.226428571428571
22778,GLASS CLOCHE SMALL,premium,2727.95,753,106,3.869279279279272
23329,DECORATIVE WICKER HEART LARGE,moyen,2725.8000000000056,1652,213,1.6499999999999946
22311,OFFICE MUG WARMER BLACK+SILVER ,moyen,2722.849999999999,1019,85,2.919565217391301
85132C,CHARLIE AND LOLA FIGURES TINS,moyen,2718.300000000003,1394,120,1.949999999999996
22746,POPPY'S PLAYHOUSE LIVINGROOM ,moyen,2716.49999999999,1315,248,2.097035573122539
22843,BISCUIT TIN VINTAGE GREEN,premium,2691.88,434,114,6.694173913043477
21868,POTTING SHED TEA MUG,bas,2682.92,2212,208,1.2445971563981044
23340,VINTAGE CHRISTMAS CAKE FRILL,moyen,2681.250000000002,1625,119,1.6500000000000035
23147,SINGLE ANTIQUE ROSE HOOK IVORY,bas,2672.850000000003,1845,250,1.4492156862745031
21260,FIRST AID TIN,premium,2672.35,817,144,3.2510273972602737
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,moyen,2672.2499999999986,1175,72,2.502000000000001
20754,RETROSPOT RED WASHING UP GLOVES,moyen,2670.4799999999914,1356,239,2.0898765432098854
23188,VINTAGE  2 METER FOLDING RULER,moyen,2668.050000000002,1617,150,1.650000000000004
22045,SPACEBOY GIFT WRAP,bas,2662.84,6502,206,0.4186473429951704
82552,WASHROOM METAL SIGN,bas,2649.950000000003,1859,279,1.4472027972027899
23427,STOOL HOME SWEET HOME ,premium,2648.3999999999996,228,106,12.305555555555555
22430,ENAMEL WATERING CAN CREAM,premium,2646.6000000000017,544,161,4.928915662650614
22604,SET OF 4 NAPKIN CHARMS CUTLERY,moyen,2643.0000000000027,1172,107,2.514159292035403
23209,LUNCH BAG DOILEY PATTERN ,bas,2639.0,1820,18,1.4499999999999995
22666,RECIPE BOX PANTRY YELLOW DESIGN,premium,2636.7799999999993,790,15,5.272000000000001
23211,RED ROCKING HORSE HAND PAINTED,bas,2634.0,2208,116,1.2412500000000002
85178,VICTORIAN SEWING KIT,bas,2632.35,2367,95,1.233505154639175
21135,VICTORIAN  METAL POSTCARD SPRING,moyen,2629.6400000000003,1556,159,1.6899999999999982
22830,UTILTY CABINET WITH HOOKS,premium,2610.29,131,6,21.771666666666665
22078,RIBBON REEL LACE DESIGN ,moyen,2609.999999999999,1300,143,2.09342105263158
22079,RIBBON REEL HEARTS DESIGN ,moyen,2605.3500000000026,1579,217,1.6499999999999957
23395,BELLE JARDINIERE CUSHION COVER,premium,2604.48,696,175,3.747513513513513
23053,RECYCLED ACAPULCO MAT PINK,premium,2598.15,319,129,8.231538461538463
22179,SET 10 LIGHTS NIGHT OWL,premium,2593.65,407,77,6.698717948717949
21500,PINK POLKADOT WRAP ,bas,2593.0,6350,213,0.41690140845070556
22990,COTTON APRON PANTRY DESIGN,premium,2584.1400000000026,550,130,4.972686567164182
22777,GLASS CLOCHE LARGE,premium,2581.45,329,41,8.334146341463413
23164,REGENCY CAKE SLICE,premium,2579.21,564,80,4.922624999999994
23534,STOP FOR TEA WALL ART,premium,2572.699999999999,518,41,5.775853658536581
23212,HEART WREATH DECORATION WITH BELL,bas,2567.63,2167,144,1.2390196078431375
84050,PINK HEART SHAPE EGG FRYING PAN,bas,2567.3,2050,30,1.2566666666666668
23100,SILVER BELLS TABLE DECORATION,bas,2565.85,2093,213,1.246216216216216
22300,COFFEE MUG DOG + BALL DESIGN,moyen,2563.5000000000005,1018,142,2.5437931034482824
22900,SET 2 TEA TOWELS I LOVE LONDON ,moyen,2554.0,936,9,2.727777777777778
23297,SET 40 HEART SHAPE PETIT FOUR CASES,bas,2552.0,1760,10,1.4499999999999997
21735,TWO DOOR CURIO CABINET,premium,2551.9499999999994,210,82,12.5359756097561
20973,12 PENCIL SMALL TUBE WOODLAND,bas,2551.149999999997,4007,276,0.6654639175257765
21985,PACK OF 12 HEARTS DESIGN TISSUES ,bas,2550.2899999999995,8569,354,0.3338227146814406
23333,IVORY WICKER HEART MEDIUM,bas,2524.9,2030,216,1.2481896551724136
82600,N0 SINGING METAL SIGN,moyen,2523.7800000000007,1197,35,2.091142857142857
22493,PAINT YOUR OWN CANVAS SET,moyen,2517.900000000001,1526,166,1.6500000000000017
22925,BLUE GIANT GARDEN THERMOMETER,premium,2517.670000000002,427,162,5.9835975609756265
22179,SET 10 NIGHT OWL LIGHTS,premium,2517.09,389,101,6.759038461538462
21976,PACK OF 60 MUSHROOM CAKE CASES,bas,2513.1300000000006,4967,276,0.5523183391003467
22930,BAKING MOULD HEART MILK CHOCOLATE,moyen,2505.7500000000023,1039,143,2.532413793103455
22833,HALL CABINET WITH 3 DRAWERS,premium,2503.5299999999993,75,4,45.635000000000005
22354,RETROSPOT PADDED SEAT CUSHION,premium,2502.82,700,65,3.8087692307692302
20829,GLITTER HANGING BUTTERFLY STRING,moyen,2501.58,1258,158,2.0925000000000025
20828,GLITTER BUTTERFLY CLIPS,moyen,2494.2,1012,177,2.5403225806451686
22582,PACK OF 6 SWEETIE GIFT BOXES,moyen,2491.800000000002,1028,76,2.5384615384615414
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,bas,2490.869999999998,3153,124,0.7900000000000018
21876,POTTERING MUG,moyen,2487.150000000005,1631,67,1.6425000000000018
21240,BLUE POLKADOT CUP,bas,2487.0799999999995,3156,215,0.8410958904109556
22433,WATERING CAN GREEN DINOSAUR,moyen,2483.3999999999996,1340,188,1.9389473684210459
82551,LAUNDRY 15C METAL SIGN,bas,2474.3000000000047,1766,235,1.4449367088607532
22174,PHOTO CUBE,moyen,2472.390000000001,1559,152,1.6362732919254683
22195,LARGE HEART MEASURING SPOONS,moyen,2468.4000000000024,1496,206,1.6499999999999966
22797,CHEST OF DRAWERS GINGHAM HEART ,premium,2459.0399999999995,146,79,17.08088607594939
22989,SET 2 PANTRY DESIGN TEA TOWELS,moyen,2458.4,896,16,2.8375000000000004
23407,SET OF 2 TRAYS HOME SWEET HOME,premium,2446.620000000004,250,118,9.925462184873972
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,premium,2437.8900000000003,747,162,3.3110843373493974
20717,STRAWBERRY SHOPPER BAG,bas,2436.2,2028,225,1.2450434782608697
22360,GLASS JAR ENGLISH CONFECTIONERY,moyen,2426.9499999999957,881,138,2.916896551724131
22963,JAM JAR WITH GREEN LID,bas,2423.319999999998,3040,207,0.838124999999997
22702,BLACK AND WHITE CAT BOWL,moyen,2419.499999999998,1021,33,2.127272727272728
21165,BEWARE OF THE CAT METAL SIGN ,bas,2418.5999999999995,1668,27,1.45
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,moyen,2414.159999999997,1248,133,2.0823021582733805
22972,CHILDREN'S SPACEBOY MUG,moyen,2407.3500000000013,1459,172,1.6500000000000008
21035,SET/2 RED RETROSPOT TEA TOWELS ,premium,2406.5600000000004,728,167,3.406300578034682
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,moyen,2405.699999999995,1152,199,2.097524752475254
22810,SET OF 6 T-LIGHTS SNOWMEN,moyen,2404.150000000002,841,126,2.937692307692301
22822,CREAM WALL PLANTER HEART SHAPED,premium,2402.660000000004,417,144,5.946620689655186
23542,WALL ART 70'S ALPHABET ,premium,2399.58,334,55,8.062
22834,HAND WARMER BABUSHKA DESIGN,bas,2386.800000000002,2808,52,0.8500000000000008
22175,PINK OWL SOFT TOY,moyen,2384.9500000000007,841,139,2.941489361702121
22561,WOODEN SCHOOL COLOURING SET,bas,2383.8000000000006,1644,12,1.4499999999999995
22794,SWEETHEART WIRE MAGAZINE RACK,premium,2373.000000000002,300,157,7.942356687898113
23535,BICYCLE SAFTEY WALL ART,premium,2371.9400000000005,458,39,5.782307692307689
23266,SET OF 3 WOODEN STOCKING DECORATION,bas,2366.15,1903,262,1.2485106382978723
21810,CHRISTMAS HANGING STAR WITH BELL,bas,2364.350000000001,5273,166,0.4939560439560445
47559B,TEA TIME OVEN GLOVE,bas,2362.5499999999997,1982,233,1.241218487394958
22327,ROUND SNACK BOXES SET OF 4 SKULLS,moyen,2358.400000000002,832,162,2.940751445086698
21495,SKULLS AND CROSSBONES WRAP,bas,2356.0,5800,165,0.4176969696969709
21116,OWL DOORSTOP,premium,2339.1900000000005,489,117,4.948644067796608
23131,MISTLETOE HEART WREATH CREAM,premium,2336.280000000001,576,103,4.213619047619042
84568,GIRLS ALPHABET IRON ON PATCHES ,bas,2332.8,12480,23,0.20166666666666666
16156S,WRAP PINK FAIRY CAKES ,bas,2331.0,5800,167,0.4168862275449114
23341,PINK DINER WALL CLOCK,premium,2325.6000000000004,282,98,8.457070707070706
21730,GLASS STAR FROSTED T-LIGHT HOLDER,premium,2324.1399999999994,498,119,4.929416666666666
22644,CERAMIC CHERRY CAKE MONEY BANK,bas,2322.2000000000025,2050,186,1.3171276595744628
22610,PENS ASSORTED FUNNY FACE,bas,2320.5799999999967,9146,171,0.22919075144508674
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,moyen,2313.3000000000006,1402,191,1.6499999999999981
23570,TRADITIONAL PICK UP STICKS GAME ,bas,2307.5,1846,231,1.25
22902,TOTE BAG I LOVE LONDON,moyen,2306.579999999999,1212,94,2.05302083333333
23089,GLASS BON BON JAR,moyen,2304.150000000002,1317,127,1.7805343511450353
22072,RED RETROSPOT TEA CUP AND SAUCER ,premium,2301.69,623,123,3.7390076335877858
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,bas,2295.45,1989,96,1.2363636363636363
22937,BAKING MOULD CHOCOLATE CUPCAKES,moyen,2294.5499999999993,903,129,2.543283582089558
22738,RIBBON REEL SNOWY VILLAGE,moyen,2293.5000000000005,1390,165,1.6500000000000017
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,premium,2293.129999999997,697,207,3.289999999999997
22927,GREEN GIANT GARDEN THERMOMETER,premium,2278.2500000000027,395,129,5.934496124031017
23437, 50'S CHRISTMAS GIFT BAG LARGE,bas,2272.25,1885,109,1.2480733944954128
22933,BAKING MOULD EASTER EGG MILK CHOC,moyen,2272.199999999999,876,91,2.9228260869565164
21115,ROSE CARAVAN DOORSTOP,premium,2272.1100000000006,365,103,6.854380952380953
23412,HEART MIRROR ANTIQUE WHITE,premium,2269.14,351,71,7.394583333333334
22691,DOORMAT WELCOME SUNRISE,premium,2268.6400000000003,344,95,7.940520833333331
23292,SPACEBOY CHILDRENS CUP,bas,2265.6000000000004,1920,156,1.2424050632911394
23526,WALL ART DOG LICENCE ,premium,2265.1800000000003,474,62,5.84650793650793
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,premium,2264.7400000000002,564,85,4.190652173913039
22437,SET OF 9 BLACK SKULL BALLOONS,bas,2263.3499999999995,2727,173,0.847784090909088
21890,S/6 WOODEN SKITTLES IN COTTON BAG,premium,2258.8599999999997,688,124,3.3700000000000006
22440,BALLOON WATER BOMB PACK OF 35,bas,2254.140000000005,5897,138,0.41753424657534366
35004B,SET OF 3 BLACK FLYING DUCKS,premium,2251.1499999999996,475,47,5.099999999999998
22945,CHRISTMAS METAL TAGS ASSORTED ,bas,2249.8300000000013,2779,129,0.8441353383458627
46000S,POLYESTER FILLER PAD 40x40cm,bas,2248.95,1551,182,1.4499999999999953
20983,12 PENCILS TALL TUBE RED RETROSPOT,bas,2247.9600000000014,2652,234,0.8494799999999963
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,premium,2247.36,448,95,6.153333333333332
23196,VINTAGE LEAF MAGNETIC NOTEPAD,bas,2247.0000000000027,1596,211,1.4435779816513703
23489,VINTAGE BELLS GARLAND,moyen,2246.560000000001,784,127,2.8869924812029986
21875,KINGS CHOICE MUG,bas,2223.24,1992,104,1.2373333333333334
23316,RED REFECTORY CLOCK ,premium,2222.2000000000016,236,95,9.818750000000016
21107,CREAM SLICE FLANNEL PINK SPOT ,moyen,2218.8000000000015,840,62,2.871212121212121
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,bas,2215.7,1834,144,1.2473154362416108
21935,SUKI  SHOULDER BAG,moyen,2215.370000000002,1343,199,1.6488999999999983
21903,MAN FLU METAL SIGN,moyen,2211.900000000001,1093,142,2.091666666666667
23054,RECYCLED ACAPULCO MAT LAVENDER,premium,2206.2,268,109,8.242727272727274
23498,CLASSIC BICYCLE CLIPS ,bas,2205.95,1591,86,1.4406451612903237
23079,TOADSTOOL BEDSIDE LIGHT ,premium,2198.6000000000017,248,103,8.936792452830206
23330,DECORATIVE WICKER HEART MEDIUM,bas,2193.69,1761,195,1.2489999999999999
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,bas,2193.69,1761,236,1.2491633466135459
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,premium,2189.66,386,32,6.719722222222222
22670,FRENCH WC SIGN BLUE METAL,bas,2181.69,1749,205,1.248173076923077
22241,GARLAND WOODEN HAPPY EASTER,bas,2180.28,1788,165,1.2477647058823529
22383,LUNCH BAG SUKI  DESIGN ,moyen,2179.6499999999996,1321,136,1.650000000000004
22776,SWEETHEART 3 TIER CAKE STAND ,premium,2174.100000000002,222,122,9.926422764227665
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,bas,2170.390000000002,1731,225,1.3400436681222643
22704,WRAP RED APPLES ,bas,2167.5,5275,173,0.41908045977011626
23188,VINTAGE  2 METRE FOLDING RULER,moyen,2163.1499999999996,1311,120,1.6500000000000037
21896,POTTING SHED TWINE,moyen,2158.499999999996,949,89,2.105978260869562
22660,DOORMAT I LOVE LONDON,premium,2157.33,327,69,7.934782608695649
22380,TOY TIDY SPACEBOY  ,moyen,2156.999999999998,1045,182,2.0959893048128393
23401,RUSTIC MIRROR WITH LACE HEART,premium,2155.51,443,70,6.093142857142856
23406,HOME SWEET HOME KEY HOLDER,premium,2154.79,435,94,6.143473684210525
84832,ZINC WILLIE WINKIE  CANDLE STICK,bas,2154.130000000003,2593,182,0.8479032258064487
21592,RETROSPOT CIGAR BOX MATCHES ,bas,2150.7100000000014,2151,210,1.1298222222222203
23445,ICE CREAM BUBBLES,bas,2147.609999999996,2667,94,0.8265624999999988
23232,WRAP VINTAGE LEAF DESIGN,bas,2140.92,5326,134,0.4173913043478273
23172,REGENCY TEA PLATE PINK,bas,2140.1999999999994,1476,27,1.45
21625,VINTAGE UNION JACK APRON,premium,2140.19,307,113,6.993898305084758
21452,TOADSTOOL MONEY BOX,moyen,2140.150000000003,745,133,2.9440740740740674
35961,FOLKART ZINC HEART CHRISTMAS DEC,bas,2138.440000000002,2692,153,0.8467295597484251
23252,VINTAGE RED ENAMEL TRIM JUG ,premium,2138.34,582,123,3.7426984126984126
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,bas,2136.82,2602,280,0.8473195876288622
22466,FAIRY TALE COTTAGE NIGHTLIGHT,moyen,2134.8000000000006,1176,67,1.9276119402985092
22030,SWALLOWS GREETING CARD,bas,2130.629999999996,5361,242,0.4192244897959197
23093,SMALL PARISIENNE HEART PHOTO FRAME ,moyen,2125.160000000002,916,123,2.472983870967746
22187,GREEN CHRISTMAS TREE CARD HOLDER,moyen,2117.7000000000016,1086,113,1.9499999999999964
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,moyen,2113.65,1281,171,1.6500000000000015
21313,GLASS HEART T-LIGHT HOLDER ,bas,2107.200000000002,2841,127,0.8223255813953475
23501,KEY RING BASEBALL BOOT UNION JACK,bas,2105.8,1772,85,1.2382022471910115
23233,WRAP POPPIES  DESIGN,bas,2105.5,5175,158,0.41861635220125915
21563,RED HEART SHAPE LOVE BUCKET ,moyen,2101.750000000002,745,119,2.936554621848733
23046,PAPER LANTERN 9 POINT DELUXE STAR,premium,2091.55,347,34,6.62352941176471
22425,ENAMEL COLANDER CREAM,premium,2086.1100000000006,434,141,4.9607092198581615
21874,GIN AND TONIC MUG,bas,2083.69,1781,145,1.248095238095238
21982,PACK OF 12 SUKI TISSUES ,bas,2083.580000000002,7346,259,0.3410701107011066
23504,PLAYING CARDS JUBILEE UNION JACK,bas,2082.48,1668,190,1.2489655172413794
23526,DOG LICENCE WALL ART,premium,2081.6399999999994,408,29,5.745172413793102
22548,HEADS AND TAILS SPORTING FUN,bas,2080.74,1866,176,1.239171270718232
85175,CACTI T-LIGHT CANDLES,bas,2078.660000000003,5217,130,0.4194656488549629
22983,CARD BILLBOARD FONT,bas,2072.789999999991,5038,332,0.42735735735735764
23536,VILLAGE SHOW WALL ART,premium,2072.4199999999996,386,18,5.735555555555557
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,moyen,2072.150000000001,761,73,2.92333333333333
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,premium,2070.9500000000025,145,87,14.77298850574715
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,moyen,2069.399999999998,994,167,2.097109826589599
22829,SWEETHEART WIRE WALL TIDY,premium,2066.750000000002,215,97,9.86212121212123
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,bas,2066.65,1781,83,1.239879518072289
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,bas,2063.2899999999995,4491,361,0.4817414248021085
22283,6 EGG HOUSE PAINTED WOOD,premium,2058.940000000003,258,117,8.016440677966118
21239,PINK  POLKADOT CUP,bas,2049.7699999999963,2573,200,0.8423152709359574
21069,VINTAGE BILLBOARD TEA MUG,bas,2049.05,1868,51,1.2353846153846153
21794,CLASSIC FRENCH STYLE BASKET NATURAL,premium,2044.4699999999998,491,92,4.421956521739122
22128,PARTY CONES CANDY ASSORTED,bas,2042.6900000000003,1729,72,1.2368055555555557
23438, RED SPOT GIFT BAG LARGE,bas,2041.0,1700,92,1.2477659574468085
22483,RED GINGHAM TEDDY BEAR ,moyen,2030.2000000000046,724,128,2.9378787878787813
23209,LUNCH BAG VINTAGE DOILY ,bas,2030.0,1400,13,1.4499999999999995
22653,BUTTON BOX ,moyen,2018.5300000000016,1071,118,1.9210743801652856
21242,RED RETROSPOT PLATE ,bas,2018.4000000000003,1392,15,1.4499999999999995
23543,KEEP CALM WALL ART ,premium,2015.9700000000003,269,20,7.9465
20978,36 PENCILS TUBE SKULLS,bas,2014.43,1631,179,1.248972972972973
23152,IVORY SWEETHEART WIRE LETTER RACK ,premium,2013.51,545,149,3.742894736842105
