OrderDate,Revenue,Orders,Items
2010-12-21T15:05:00.000000,8520.919999999998,1,6668
2010-12-21T15:09:00.000000,29.700000000000003,1,6
2010-12-21T15:43:00.000000,383.7,1,131
2010-12-21T16:06:00.000000,69.29,1,20
2010-12-21T16:08:00.000000,45.35,1,7
2010-12-21T17:16:00.000000,424.16999999999996,1,250
2010-12-22T10:29:00.000000,1162.8999999999999,2,774
2010-12-22T11:07:00.000000,433.5,1,540
2010-12-22T11:11:00.000000,351.08000000000004,1,150
2010-12-22T12:39:00.000000,615.6,1,167
2010-12-22T12:44:00.000000,23.8,1,4
2010-12-22T12:47:00.000000,110.39999999999999,1,88
2010-12-22T13:17:00.000000,108.63,1,36
2010-12-22T13:39:00.000000,318.75,1,193
2010-12-22T13:46:00.000000,135.34,1,72
2010-12-22T13:48:00.000000,222.6,1,28
2010-12-22T14:28:00.000000,600.72,1,754
2010-12-22T16:19:00.000000,610.8000000000001,1,168
2010-12-22T16:23:00.000000,192.4,1,100
2010-12-23T09:55:00.000000,134.55,1,39
2010-12-23T09:59:00.000000,344.88,1,120
2010-12-23T10:38:00.000000,172.24999999999997,1,93
2010-12-23T11:06:00.000000,390.94999999999993,1,153
2010-12-23T11:09:00.000000,20.3,1,5
2010-12-23T11:24:00.000000,529.59,1,333
2010-12-23T11:46:00.000000,128.7,1,63
2010-12-23T12:03:00.000000,12.349999999999998,1,5
2010-12-23T12:04:00.000000,121.61999999999999,1,66
2010-12-23T12:58:00.000000,1262.85,1,872
2010-12-23T14:06:00.000000,354.64,1,496
2010-12-23T14:35:00.000000,300.4199999999999,1,238
2010-12-23T14:40:00.000000,256.61,1,65
2010-12-23T14:58:00.000000,289.85,1,108
2010-12-23T15:16:00.000000,968.77,1,387
2010-12-23T15:32:00.000000,6.95,1,1
2010-12-23T16:06:00.000000,353.6899999999998,1,178
2011-01-04T10:00:00.000000,307.30000000000007,1,171
2011-01-04T10:22:00.000000,474.66,1,270
2011-01-04T10:23:00.000000,310.28000000000003,1,188
2011-01-04T10:37:00.000000,445.11999999999995,2,212
2011-01-04T10:38:00.000000,190.56,1,138
2011-01-04T11:30:00.000000,299.59999999999997,1,183
2011-01-04T11:34:00.000000,339.67999999999995,1,155
2011-01-04T11:40:00.000000,510.8900000000001,1,286
2011-01-04T11:42:00.000000,168.3,1,114
2011-01-04T11:48:00.000000,215.41000000000003,1,265
2011-01-04T12:18:00.000000,413.68000000000006,1,352
2011-01-04T12:45:00.000000,109.3,1,34
2011-01-04T12:51:00.000000,516.9699999999999,1,230
2011-01-04T12:57:00.000000,388.72,1,270
2011-01-04T12:58:00.000000,794.6599999999999,1,330
2011-01-04T13:03:00.000000,23.8,1,4
2011-01-04T13:22:00.000000,323.04,1,504
2011-01-04T13:30:00.000000,363.65999999999997,1,238
2011-01-04T13:38:00.000000,284.6,1,36
2011-01-04T13:47:00.000000,90.0,1,24
2011-01-04T13:50:00.000000,731.8000000000001,2,223
2011-01-04T14:12:00.000000,871.4799999999999,1,526
2011-01-04T14:20:00.000000,547.56,1,293
2011-01-04T14:21:00.000000,173.38999999999996,1,49
2011-01-04T14:33:00.000000,385.79999999999995,1,264
2011-01-04T14:40:00.000000,203.09999999999997,1,58
2011-01-04T14:47:00.000000,644.13,1,199
2011-01-04T15:24:00.000000,112.30000000000001,1,26
2011-01-04T15:33:00.000000,312.95,1,169
2011-01-04T15:40:00.000000,201.93999999999997,1,131
2011-01-04T15:43:00.000000,476.48,1,624
2011-01-04T15:50:00.000000,160.38000000000002,1,71
2011-01-04T16:41:00.000000,733.92,1,322
2011-01-05T09:11:00.000000,323.87,1,265
2011-01-05T09:44:00.000000,243.39999999999998,1,320
2011-01-05T09:51:00.000000,112.65,1,75
2011-01-05T10:08:00.000000,969.3599999999999,1,408
2011-01-05T10:35:00.000000,366.06,1,238
2011-01-05T10:39:00.000000,1179.6,1,1720
2011-01-05T10:45:00.000000,1209.1000000000001,1,886
2011-01-05T10:46:00.000000,393.9,1,138
2011-01-05T10:51:00.000000,261.5,1,138
2011-01-05T10:58:00.000000,364.8,1,510
2011-01-05T11:00:00.000000,481.7,1,344
2011-01-05T11:25:00.000000,331.6,1,132
2011-01-05T11:41:00.000000,1145.3300000000002,1,591
2011-01-05T11:47:00.000000,72.0,1,192
2011-01-05T11:50:00.000000,2574.48,1,1032
2011-01-05T11:52:00.000000,1207.0299999999993,3,1249
2011-01-05T12:09:00.000000,660.0,1,400
2011-01-05T12:13:00.000000,125.86,1,182
2011-01-05T12:15:00.000000,445.2200000000002,1,239
2011-01-05T12:20:00.000000,229.74999999999997,1,33
2011-01-05T12:21:00.000000,170.4,1,56
2011-01-05T12:29:00.000000,138.98,1,54
2011-01-05T12:32:00.000000,116.0,1,80
2011-01-05T12:35:00.000000,102.0,1,24
2011-01-05T12:37:00.000000,1910.4,1,480
2011-01-05T12:40:00.000000,3862.1399999999994,1,1914
2011-01-05T12:42:00.000000,556.0699999999999,1,362
2011-01-05T12:54:00.000000,481.14,1,137
2011-01-05T13:05:00.000000,107.89000000000001,1,56
2011-01-05T13:09:00.000000,199.44,1,216
2011-01-05T13:29:00.000000,229.56,1,224
2011-01-05T13:37:00.000000,1220.3999999999999,1,628
2011-01-05T13:40:00.000000,331.45000000000005,2,255
2011-01-05T13:41:00.000000,132.66,1,68
2011-01-05T13:53:00.000000,653.86,1,717
2011-01-05T13:57:00.000000,296.65999999999997,1,303
2011-01-05T14:48:00.000000,835.1100000000001,1,373
2011-01-05T15:09:00.000000,417.81000000000006,1,571
2011-01-05T15:30:00.000000,511.94999999999993,1,275
2011-01-05T15:42:00.000000,379.43999999999994,1,1032
2011-01-05T15:56:00.000000,1048.8500000000006,1,350
2011-01-05T15:57:00.000000,583.45,1,184
2011-01-05T16:00:00.000000,305.74,1,400
2011-01-05T16:06:00.000000,12.75,1,1
2011-01-05T16:28:00.000000,1263.72,1,444
2011-01-05T17:33:00.000000,238.55000000000004,1,75
2011-01-06T08:52:00.000000,682.8,1,212
2011-01-06T09:00:00.000000,417.3,1,366
2011-01-06T09:40:00.000000,771.2900000000003,1,344
2011-01-06T09:57:00.000000,730.88,1,536
2011-01-06T10:01:00.000000,242.54999999999998,1,147
2011-01-06T10:03:00.000000,169.8,1,184
2011-01-06T10:20:00.000000,432.0,1,600
2011-01-06T10:46:00.000000,253.10000000000002,1,86
2011-01-06T11:12:00.000000,7011.379999999997,1,4662
2011-01-06T11:25:00.000000,1489.1800000000007,1,944
2011-01-06T11:39:00.000000,186.0,1,40
2011-01-06T11:57:00.000000,563.1500000000001,1,711
2011-01-06T11:59:00.000000,211.8,1,92
2011-01-06T12:11:00.000000,1520.11,1,669
2011-01-06T12:16:00.000000,1520.11,1,669
2011-01-06T12:18:00.000000,3120.2199999999993,1,1798
2011-01-06T12:31:00.000000,433.03999999999985,1,224
2011-01-06T12:32:00.000000,35.400000000000006,1,12
2011-01-06T12:37:00.000000,143.0,1,140
2011-01-06T12:45:00.000000,785.6500000000005,1,165
2011-01-06T13:00:00.000000,464.82000000000005,1,204
2011-01-06T13:19:00.000000,621.8999999999999,1,130
2011-01-06T13:56:00.000000,224.11,1,93
2011-01-06T14:07:00.000000,660.1500000000002,1,569
2011-01-06T14:14:00.000000,108.44999999999997,1,61
2011-01-06T14:26:00.000000,319.7699999999999,1,263
2011-01-06T14:53:00.000000,499.8899999999999,1,282
2011-01-06T14:58:00.000000,623.6800000000002,1,288
2011-01-06T15:14:00.000000,1374.4599999999998,1,1171
2011-01-06T15:25:00.000000,369.14,1,262
2011-01-06T15:29:00.000000,377.7,1,366
2011-01-06T15:41:00.000000,304.2,1,274
2011-01-06T15:42:00.000000,162.70000000000005,1,113
2011-01-06T15:54:00.000000,185.10000000000002,1,618
2011-01-06T16:03:00.000000,317.05999999999995,1,95
2011-01-06T16:12:00.000000,479.25000000000006,1,180
2011-01-06T16:25:00.000000,76.32000000000001,1,72
2011-01-06T16:35:00.000000,309.55,1,71
2011-01-06T16:41:00.000000,3527.64,1,2602
2011-01-06T17:10:00.000000,307.35,1,109
2011-01-06T17:19:00.000000,303.36,1,208
2011-01-06T17:47:00.000000,406.7700000000001,1,203
2011-01-06T17:58:00.000000,175.14999999999998,1,149
2011-01-06T18:24:00.000000,237.65000000000003,1,55
2011-01-06T18:33:00.000000,969.24,1,404
2011-01-06T18:57:00.000000,236.01999999999995,1,95
2011-01-07T09:23:00.000000,9.3,1,2
2011-01-07T09:31:00.000000,1355.1600000000003,2,588
2011-01-07T09:40:00.000000,301.6600000000001,1,235
2011-01-07T09:50:00.000000,582.0,1,968
2011-01-07T09:53:00.000000,495.0,1,300
2011-01-07T09:55:00.000000,1064.97,2,579
2011-01-07T10:00:00.000000,504.25,1,190
2011-01-07T10:04:00.000000,387.4,1,95
2011-01-07T10:24:00.000000,311.07000000000005,1,281
2011-01-07T10:27:00.000000,303.0,1,88
2011-01-07T10:29:00.000000,331.54999999999995,1,208
2011-01-07T10:32:00.000000,603.09,1,413
2011-01-07T10:47:00.000000,523.0500000000001,1,365
2011-01-07T10:55:00.000000,149.41,1,79
2011-01-07T11:13:00.000000,207.25,1,251
2011-01-07T11:49:00.000000,325.44,1,96
2011-01-07T11:54:00.000000,302.44999999999993,1,341
2011-01-07T11:57:00.000000,368.52,1,168
2011-01-07T12:07:00.000000,730.1600000000001,1,491
2011-01-07T12:14:00.000000,188.00000000000003,1,80
2011-01-07T12:26:00.000000,102.49999999999999,1,22
2011-01-07T12:28:00.000000,2169.3899999999994,1,1783
2011-01-07T12:35:00.000000,479.1,1,186
2011-01-07T12:44:00.000000,226.86,2,304
2011-01-07T12:45:00.000000,434.95000000000005,1,195
2011-01-07T13:13:00.000000,334.92999999999995,1,105
2011-01-07T13:17:00.000000,1429.9,1,1070
2011-01-07T13:30:00.000000,83.7,1,78
2011-01-07T13:34:00.000000,306.0,1,72
2011-01-07T13:39:00.000000,300.54,1,222
2011-01-07T14:04:00.000000,1138.6700000000005,1,630
2011-01-07T14:21:00.000000,688.4499999999998,1,367
2011-01-07T14:22:00.000000,335.8,1,223
2011-01-07T14:31:00.000000,716.1100000000002,1,571
2011-01-07T14:43:00.000000,141.48000000000002,1,70
2011-01-07T14:49:00.000000,304.24,1,404
2011-01-07T14:53:00.000000,2970.0,1,1800
2011-01-07T15:19:00.000000,135.9,1,90
2011-01-07T15:27:00.000000,816.2500000000002,1,367
2011-01-07T15:42:00.000000,165.88,1,94
2011-01-07T15:48:00.000000,285.28000000000003,1,147
2011-01-07T16:32:00.000000,559.8499999999999,1,199
2011-01-07T16:34:00.000000,300.74,1,118
2011-01-07T17:18:00.000000,328.54,1,187
2011-01-09T10:06:00.000000,268.79999999999995,1,68
2011-01-09T10:21:00.000000,365.2,1,90
2011-01-09T10:26:00.000000,390.29999999999995,1,72
2011-01-09T10:43:00.000000,753.2599999999998,1,942
2011-01-09T10:50:00.000000,625.04,1,400
2011-01-09T11:02:00.000000,208.56000000000006,1,67
2011-01-09T11:05:00.000000,313.15,1,143
2011-01-09T11:12:00.000000,282.25000000000006,1,73
2011-01-09T11:20:00.000000,2079.75,2,616
2011-01-09T11:27:00.000000,537.9899999999998,1,412
2011-01-09T11:32:00.000000,104.25,1,15
2011-01-09T11:34:00.000000,334.25999999999993,1,187
2011-01-09T11:39:00.000000,142.24000000000004,1,82
2011-01-09T11:41:00.000000,422.4,1,152
2011-01-09T11:43:00.000000,431.7700000000001,1,180
2011-01-09T11:54:00.000000,182.78,1,72
2011-01-09T12:01:00.000000,267.20000000000005,1,66
2011-01-09T12:02:00.000000,157.09,1,76
2011-01-09T12:03:00.000000,97.5,1,58
2011-01-09T12:12:00.000000,413.68,1,230
2011-01-09T12:31:00.000000,195.44999999999996,1,156
2011-01-09T12:46:00.000000,114.00000000000003,1,78
2011-01-09T12:50:00.000000,301.28,1,258
2011-01-09T12:51:00.000000,340.93999999999994,1,250
2011-01-09T12:53:00.000000,660.3600000000001,1,385
2011-01-09T13:02:00.000000,309.48,1,160
2011-01-09T13:41:00.000000,229.47999999999996,1,154
2011-01-09T13:50:00.000000,615.05,2,358
2011-01-09T14:02:00.000000,488.4600000000001,1,238
2011-01-09T14:03:00.000000,119.49000000000001,1,56
2011-01-09T14:11:00.000000,221.7,1,37
2011-01-09T14:12:00.000000,141.04999999999998,1,67
2011-01-09T14:17:00.000000,25.2,1,24
2011-01-09T14:21:00.000000,145.5,1,93
2011-01-09T14:28:00.000000,110.17999999999999,1,78
2011-01-09T14:36:00.000000,279.02,1,99
2011-01-09T14:42:00.000000,557.07,1,429
2011-01-09T15:10:00.000000,169.35,1,47
2011-01-09T15:13:00.000000,320.22,1,181
2011-01-09T15:18:00.000000,78.19999999999999,1,50
2011-01-09T15:23:00.000000,380.68,1,171
2011-01-09T15:32:00.000000,73.5,1,42
2011-01-09T15:35:00.000000,401.4899999999999,1,260
2011-01-09T15:56:00.000000,686.4799999999998,1,411
2011-01-09T16:07:00.000000,258.0,1,85
2011-01-09T16:11:00.000000,179.1,1,34
2011-01-10T09:11:00.000000,1715.8500000000004,1,643
2011-01-10T09:44:00.000000,376.6999999999999,1,196
2011-01-10T09:48:00.000000,344.93999999999994,1,243
2011-01-10T09:55:00.000000,240.45000000000002,1,81
2011-01-10T09:58:00.000000,81.6,1,96
2011-01-10T10:32:00.000000,326.78,1,260
2011-01-10T10:35:00.000000,512.5899999999999,2,408
2011-01-10T10:44:00.000000,102.0,1,40
2011-01-10T10:58:00.000000,185.97,1,83
2011-01-10T11:09:00.000000,332.40999999999997,1,249
2011-01-10T11:22:00.000000,646.5399999999998,1,246
2011-01-10T11:35:00.000000,326.81999999999994,1,645
2011-01-10T11:38:00.000000,311.71,1,386
2011-01-10T11:59:00.000000,217.75,1,19
2011-01-10T12:03:00.000000,456.96999999999997,1,195
2011-01-10T12:04:00.000000,212.0,1,200
2011-01-10T12:28:00.000000,566.8400000000001,1,468
2011-01-10T12:36:00.000000,167.59999999999994,1,37
2011-01-10T13:20:00.000000,279.3,1,94
2011-01-10T13:22:00.000000,1238.0599999999997,1,635
2011-01-10T14:16:00.000000,827.1799999999998,1,418
2011-01-10T14:20:00.000000,402.65999999999997,1,522
2011-01-10T14:57:00.000000,1248.3199999999995,1,515
2011-01-10T14:58:00.000000,969.8699999999999,1,793
2011-01-10T14:59:00.000000,404.12,1,317
2011-01-10T15:07:00.000000,250.0,1,2
2011-01-10T15:16:00.000000,500.4799999999999,1,136
2011-01-10T15:18:00.000000,263.0,1,87
2011-01-10T15:35:00.000000,322.53000000000003,1,163
2011-01-10T15:51:00.000000,780.4199999999997,1,518
2011-01-10T16:24:00.000000,434.04,1,365
2011-01-10T16:29:00.000000,64.14000000000001,1,150
2011-01-10T17:18:00.000000,237.19,1,177
2011-01-11T07:57:00.000000,234.00000000000003,1,173
2011-01-11T08:43:00.000000,12797.52,1,4510
2011-01-11T08:45:00.000000,241.26000000000002,1,198
2011-01-11T08:50:00.000000,1508.6600000000003,1,686
2011-01-11T09:12:00.000000,352.51000000000005,1,235
2011-01-11T09:20:00.000000,368.9999999999999,1,188
2011-01-11T09:24:00.000000,4314.0199999999995,1,858
2011-01-11T09:47:00.000000,462.49999999999994,1,238
2011-01-11T09:48:00.000000,602.4399999999999,1,348
2011-01-11T09:58:00.000000,651.9499999999999,2,1179
2011-01-11T10:04:00.000000,302.57,1,71
2011-01-11T10:19:00.000000,144.12,1,328
2011-01-11T10:26:00.000000,153.9,1,90
2011-01-11T10:31:00.000000,69.7,1,12
2011-01-11T10:38:00.000000,815.06,2,711
2011-01-11T10:40:00.000000,145.75000000000003,1,49
2011-01-11T11:15:00.000000,110.94999999999999,1,21
2011-01-11T11:18:00.000000,252.42000000000004,1,144
2011-01-11T11:32:00.000000,184.19999999999996,1,80
2011-01-11T11:39:00.000000,3417.12,1,1008
2011-01-11T11:48:00.000000,871.1999999999999,1,578
2011-01-11T11:54:00.000000,153.6,1,128
2011-01-11T12:00:00.000000,355.8,1,92
2011-01-11T12:05:00.000000,8.5,1,1
2011-01-11T12:11:00.000000,727.36,1,706
2011-01-11T12:12:00.000000,15.299999999999999,1,6
2011-01-11T12:20:00.000000,302.36,1,364
2011-01-11T12:25:00.000000,1147.1799999999998,1,475
2011-01-11T12:29:00.000000,418.48,1,208
2011-01-11T12:30:00.000000,426.90000000000003,1,200
2011-01-11T12:37:00.000000,374.75,1,225
2011-01-11T12:41:00.000000,415.5499999999999,1,288
2011-01-11T12:55:00.000000,15525.810000000007,2,7302
2011-01-11T12:56:00.000000,347.9500000000001,1,97
2011-01-11T12:57:00.000000,7837.5,1,1970
2011-01-11T13:06:00.000000,23.85,1,3
2011-01-11T13:25:00.000000,24.95,1,5
2011-01-11T13:26:00.000000,288.5,1,182
2011-01-11T13:31:00.000000,252.53999999999996,1,122
2011-01-11T13:54:00.000000,62.13,1,19
2011-01-11T14:00:00.000000,447.2800000000001,1,362
2011-01-11T14:15:00.000000,344.13999999999993,1,159
2011-01-11T14:38:00.000000,113.63999999999999,1,156
2011-01-11T14:50:00.000000,1578.3100000000002,1,624
2011-01-11T15:00:00.000000,154.9,1,115
2011-01-11T15:13:00.000000,425.1000000000001,1,308
2011-01-11T15:42:00.000000,364.04999999999995,2,175
2011-01-11T16:16:00.000000,60.0,1,48
2011-01-11T16:24:00.000000,71.5,1,38
2011-01-12T09:33:00.000000,492.6499999999999,1,197
2011-01-12T09:43:00.000000,102.95,1,43
2011-01-12T10:14:00.000000,445.6,1,194
2011-01-12T10:16:00.000000,812.2500000000001,1,373
2011-01-12T10:20:00.000000,314.0,1,140
2011-01-12T10:49:00.000000,92.4,1,44
2011-01-12T10:58:00.000000,438.66999999999996,1,181
2011-01-12T11:18:00.000000,202.35000000000002,1,143
2011-01-12T11:21:00.000000,575.18,1,555
2011-01-12T11:46:00.000000,250.65000000000003,1,97
2011-01-12T11:51:00.000000,366.12,1,332
2011-01-12T11:52:00.000000,1358.2900000000004,1,766
2011-01-12T11:53:00.000000,721.9200000000001,1,64
2011-01-12T12:00:00.000000,311.6700000000001,1,131
2011-01-12T12:10:00.000000,2.46,1,2
2011-01-12T12:12:00.000000,214.18,1,33
2011-01-12T12:31:00.000000,220.32999999999996,1,107
2011-01-12T12:41:00.000000,0.85,1,1
2011-01-12T12:43:00.000000,1294.5600000000002,2,634
2011-01-12T13:10:00.000000,676.5999999999999,1,132
2011-01-12T13:16:00.000000,220.85000000000002,1,155
2011-01-12T13:19:00.000000,174.15,1,47
2011-01-12T13:27:00.000000,137.95000000000002,1,82
2011-01-12T13:30:00.000000,342.46000000000004,1,193
2011-01-12T13:40:00.000000,770.7500000000001,1,316
2011-01-12T13:52:00.000000,197.65,1,6
2011-01-12T14:10:00.000000,651.1599999999999,1,590
2011-01-12T14:13:00.000000,392.7,1,134
2011-01-12T14:43:00.000000,112.08,1,64
2011-01-12T14:57:00.000000,289.6999999999999,1,91
2011-01-12T15:00:00.000000,919.9799999999998,1,505
2011-01-12T15:06:00.000000,554.75,1,273
2011-01-12T15:22:00.000000,255.25,1,121
2011-01-12T15:25:00.000000,287.46000000000004,1,168
2011-01-12T15:36:00.000000,1289.5,1,290
2011-01-12T15:44:00.000000,148.35000000000002,1,39
2011-01-12T15:48:00.000000,105.54,1,24
2011-01-12T16:14:00.000000,408.2899999999999,1,113
2011-01-12T16:51:00.000000,258.40999999999997,1,143
2011-01-12T16:52:00.000000,307.05,1,73
2011-01-12T16:57:00.000000,436.2300000000001,1,303
2011-01-13T09:23:00.000000,201.19,1,91
2011-01-13T09:29:00.000000,704.5899999999999,1,560
2011-01-13T09:40:00.000000,104.0,1,34
2011-01-13T09:55:00.000000,130.85,1,155
2011-01-13T10:04:00.000000,289.5,1,194
2011-01-13T10:08:00.000000,1431.2800000000002,1,1128
2011-01-13T10:28:00.000000,165.0,1,1
2011-01-13T10:33:00.000000,188.69,1,135
2011-01-13T10:35:00.000000,472.5699999999999,2,257
2011-01-13T10:39:00.000000,200.25000000000003,1,94
2011-01-13T10:43:00.000000,323.15000000000003,1,120
2011-01-13T10:48:00.000000,72.26,1,68
2011-01-13T11:05:00.000000,195.13000000000002,1,89
2011-01-13T11:26:00.000000,155.17,1,85
2011-01-13T11:48:00.000000,271.09000000000003,1,244
2011-01-13T11:54:00.000000,620.7600000000001,2,213
2011-01-13T11:57:00.000000,226.37,1,75
2011-01-13T12:03:00.000000,1208.76,2,528
2011-01-13T12:10:00.000000,551.1400000000001,2,248
2011-01-13T12:32:00.000000,353.69999999999993,1,118
2011-01-13T12:37:00.000000,205.75,1,25
2011-01-13T12:41:00.000000,692.8200000000002,1,505
2011-01-13T12:53:00.000000,342.15,1,159
2011-01-13T13:21:00.000000,753.4499999999999,1,100
2011-01-13T13:36:00.000000,336.07000000000005,1,294
2011-01-13T14:24:00.000000,596.0600000000001,1,286
2011-01-13T14:34:00.000000,660.0,1,400
2011-01-13T14:50:00.000000,259.20000000000005,1,384
2011-01-13T14:55:00.000000,328.92,1,294
2011-01-13T15:01:00.000000,76.32000000000001,1,72
2011-01-13T15:10:00.000000,14.95,1,1
2011-01-13T15:11:00.000000,342.6099999999999,1,201
2011-01-13T15:13:00.000000,353.49999999999994,1,176
2011-01-13T15:17:00.000000,386.04999999999995,1,187
2011-01-13T15:18:00.000000,174.14999999999998,1,27
2011-01-13T15:19:00.000000,175.2,1,16
2011-01-13T15:34:00.000000,1608.6599999999994,1,748
2011-01-14T08:16:00.000000,127.80000000000001,1,76
2011-01-14T09:13:00.000000,864.2199999999999,1,548
2011-01-14T09:20:00.000000,225.9,1,78
2011-01-14T09:23:00.000000,284.62,1,166
2011-01-14T09:52:00.000000,534.5700000000002,1,281
2011-01-14T09:54:00.000000,131.39999999999998,1,12
2011-01-14T10:06:00.000000,47.5,1,11
2011-01-14T10:10:00.000000,281.88,1,312
2011-01-14T10:20:00.000000,643.5999999999999,1,368
2011-01-14T10:31:00.000000,179.10000000000002,1,78
2011-01-14T10:39:00.000000,692.5400000000001,2,254
2011-01-14T10:42:00.000000,700.3100000000001,1,446
2011-01-14T11:05:00.000000,313.19999999999993,1,262
2011-01-14T11:36:00.000000,177.00000000000003,1,60
2011-01-14T11:47:00.000000,345.84999999999997,1,103
2011-01-14T11:50:00.000000,100.2,1,36
2011-01-14T12:09:00.000000,448.94999999999993,1,230
2011-01-14T12:21:00.000000,302.76,1,44
2011-01-14T12:22:00.000000,322.58,1,146
2011-01-14T12:23:00.000000,430.6999999999999,1,128
2011-01-14T12:24:00.000000,10389.060000000003,1,8210
2011-01-14T12:27:00.000000,361.5,1,210
2011-01-14T12:29:00.000000,272.64,1,296
2011-01-14T13:28:00.000000,570.0700000000002,1,361
2011-01-14T13:41:00.000000,487.7,1,198
2011-01-14T13:42:00.000000,1547.5800000000002,1,740
2011-01-14T13:52:00.000000,416.5399999999999,1,507
2011-01-14T13:59:00.000000,111.9,1,24
2011-01-14T14:02:00.000000,142.82,1,178
2011-01-14T14:11:00.000000,16774.719999999998,1,6198
2011-01-14T14:39:00.000000,254.53999999999994,1,177
2011-01-14T14:45:00.000000,201.9,1,71
2011-01-14T14:47:00.000000,234.61999999999998,1,146
2011-01-14T15:04:00.000000,214.2,1,36
2011-01-14T15:29:00.000000,349.2,1,80
2011-01-14T16:29:00.000000,45.0,1,36
2011-01-14T17:16:00.000000,3.35,1,1
2011-01-16T10:42:00.000000,391.0999999999999,1,118
2011-01-16T10:56:00.000000,487.9,1,492
2011-01-16T11:07:00.000000,161.3,1,83
2011-01-16T11:08:00.000000,191.94,1,108
2011-01-16T11:49:00.000000,58.190000000000005,1,17
2011-01-16T12:11:00.000000,69.6,1,48
2011-01-16T12:35:00.000000,270.3399999999999,1,78
2011-01-16T12:41:00.000000,22.200000000000003,1,12
2011-01-16T12:44:00.000000,810.0,1,648
2011-01-16T13:04:00.000000,8.52,1,7
2011-01-16T13:18:00.000000,120.73,1,190
2011-01-16T13:19:00.000000,35.28,1,84
2011-01-16T13:25:00.000000,258.25,1,107
2011-01-16T13:41:00.000000,203.29999999999998,1,60
2011-01-16T13:51:00.000000,277.39000000000004,1,108
2011-01-16T13:54:00.000000,4.25,1,1
2011-01-16T14:36:00.000000,477.60999999999996,1,347
2011-01-16T15:30:00.000000,361.99999999999983,1,127
2011-01-16T15:38:00.000000,282.6,1,102
2011-01-16T15:44:00.000000,145.0,1,74
2011-01-16T15:50:00.000000,297.6599999999999,1,162
2011-01-16T16:10:00.000000,906.9100000000005,2,608
2011-01-16T16:23:00.000000,430.03999999999974,1,225
2011-01-16T16:25:00.000000,969.9500000000002,1,398
2011-01-17T10:37:00.000000,613.22,1,288
2011-01-17T10:52:00.000000,221.44000000000003,1,116
2011-01-17T11:01:00.000000,1096.0000000000002,1,412
2011-01-17T11:09:00.000000,155.95,1,27
2011-01-17T11:12:00.000000,431.30000000000007,1,204
2011-01-17T11:17:00.000000,110.45,1,31
2011-01-17T11:21:00.000000,189.49999999999997,1,94
2011-01-17T11:24:00.000000,493.45,1,249
2011-01-17T11:28:00.000000,121.20000000000002,1,48
2011-01-17T11:34:00.000000,165.0,1,100
2011-01-17T11:46:00.000000,220.9,1,171
2011-01-17T11:53:00.000000,167.40000000000003,1,52
2011-01-17T11:55:00.000000,635.8,1,356
2011-01-17T11:57:00.000000,1199.33,1,679
2011-01-17T11:59:00.000000,64.99000000000001,1,14
2011-01-17T12:31:00.000000,895.4999999999999,1,305
2011-01-17T12:34:00.000000,170.46000000000004,1,146
2011-01-17T12:45:00.000000,805.4499999999999,1,447
2011-01-17T13:08:00.000000,475.2,1,304
2011-01-17T13:09:00.000000,751.6,1,664
2011-01-17T13:21:00.000000,264.65,1,135
2011-01-17T13:23:00.000000,208.32000000000002,1,76
2011-01-17T13:25:00.000000,409.37000000000006,2,349
2011-01-17T13:30:00.000000,375.15,1,133
2011-01-17T13:39:00.000000,394.56999999999994,1,145
2011-01-17T13:59:00.000000,157.2,1,96
2011-01-17T14:18:00.000000,304.02,1,166
2011-01-17T14:27:00.000000,111.35,1,43
2011-01-17T14:40:00.000000,146.85,1,111
2011-01-17T14:49:00.000000,311.47999999999996,1,262
2011-01-17T14:51:00.000000,609.8800000000001,2,333
2011-01-17T15:05:00.000000,7.800000000000001,1,12
2011-01-17T15:11:00.000000,412.85,1,43
2011-01-17T15:17:00.000000,732.14,1,268
2011-01-17T15:19:00.000000,416.0799999999999,1,209
2011-01-17T15:31:00.000000,152.64000000000001,1,144
2011-01-17T15:42:00.000000,316.5,1,186
2011-01-17T15:50:00.000000,347.03999999999996,1,340
2011-01-17T16:06:00.000000,1207.13,1,617
2011-01-17T16:07:00.000000,9.75,1,5
2011-01-17T16:14:00.000000,449.58,2,230
2011-01-17T16:23:00.000000,262.9599999999999,1,102
2011-01-17T17:08:00.000000,5.9,1,2
2011-01-18T08:43:00.000000,79.2,1,144
2011-01-18T08:44:00.000000,440.0,1,4
2011-01-18T08:46:00.000000,405.0,1,60
2011-01-18T08:53:00.000000,138.35,1,53
2011-01-18T09:44:00.000000,302.22,1,278
2011-01-18T09:50:00.000000,2271.6200000000003,1,1216
2011-01-18T10:01:00.000000,77183.6,1,74215
2011-01-18T10:15:00.000000,158.95,1,49
2011-01-18T10:22:00.000000,465.58000000000004,1,287
2011-01-18T10:28:00.000000,155.93,1,133
2011-01-18T10:41:00.000000,315.0,1,76
2011-01-18T10:58:00.000000,69.6,1,96
2011-01-18T11:30:00.000000,305.52000000000004,1,240
2011-01-18T11:51:00.000000,390.0,1,200
2011-01-18T11:54:00.000000,707.8800000000001,1,1108
2011-01-18T12:05:00.000000,132.52,1,113
2011-01-18T12:09:00.000000,293.63,1,147
2011-01-18T12:40:00.000000,107.45000000000002,1,17
2011-01-18T12:46:00.000000,193.09000000000003,1,117
